generation	n_individuals	mean_p_NULL	n_SI	n_pSI1	n_pSI2	n_pSI3	n_SC	BL	replicate	scenario
6	44	0.0	44	0	0	0	0	BL4	26	high_drift
7	44	0.0	44	0	0	0	0	BL4	26	high_drift
8	44	0.0	44	0	0	0	0	BL4	26	high_drift
9	44	0.0	44	0	0	0	0	BL4	26	high_drift
10	44	0.0	44	0	0	0	0	BL4	26	high_drift
11	44	0.0	44	0	0	0	0	BL4	26	high_drift
12	44	0.0	44	0	0	0	0	BL4	26	high_drift
13	44	0.0	44	0	0	0	0	BL4	26	high_drift
14	44	0.0	44	0	0	0	0	BL4	26	high_drift
15	44	0.0	44	0	0	0	0	BL4	26	high_drift
16	44	0.0	44	0	0	0	0	BL4	26	high_drift
17	44	0.0	44	0	0	0	0	BL4	26	high_drift
18	44	0.0	44	0	0	0	0	BL4	26	high_drift
19	44	0.0	44	0	0	0	0	BL4	26	high_drift
20	44	0.0	44	0	0	0	0	BL4	26	high_drift
21	44	0.0	44	0	0	0	0	BL4	26	high_drift
22	44	0.0	44	0	0	0	0	BL4	26	high_drift
23	44	0.0	44	0	0	0	0	BL4	26	high_drift
24	44	0.0	44	0	0	0	0	BL4	26	high_drift
25	44	0.0	44	0	0	0	0	BL4	26	high_drift
26	44	0.0	44	0	0	0	0	BL4	26	high_drift
27	44	0.0	44	0	0	0	0	BL4	26	high_drift
28	44	0.0	44	0	0	0	0	BL4	26	high_drift
29	44	0.0	44	0	0	0	0	BL4	26	high_drift
30	44	0.0	44	0	0	0	0	BL4	26	high_drift
31	44	0.0	44	0	0	0	0	BL4	26	high_drift
32	44	0.0	44	0	0	0	0	BL4	26	high_drift
33	44	0.0	44	0	0	0	0	BL4	26	high_drift
34	44	0.0	44	0	0	0	0	BL4	26	high_drift
35	44	0.0	44	0	0	0	0	BL4	26	high_drift
36	44	0.0	44	0	0	0	0	BL4	26	high_drift
37	44	0.0	44	0	0	0	0	BL4	26	high_drift
38	44	0.0	44	0	0	0	0	BL4	26	high_drift
39	44	0.0	44	0	0	0	0	BL4	26	high_drift
40	44	0.0	44	0	0	0	0	BL4	26	high_drift
41	44	0.0	44	0	0	0	0	BL4	26	high_drift
42	44	0.0	44	0	0	0	0	BL4	26	high_drift
43	44	0.0	44	0	0	0	0	BL4	26	high_drift
44	44	0.0	44	0	0	0	0	BL4	26	high_drift
45	44	0.0	44	0	0	0	0	BL4	26	high_drift
46	44	0.0	44	0	0	0	0	BL4	26	high_drift
47	44	0.0	44	0	0	0	0	BL4	26	high_drift
48	44	0.0	44	0	0	0	0	BL4	26	high_drift
49	44	0.0	44	0	0	0	0	BL4	26	high_drift
50	44	0.0	44	0	0	0	0	BL4	26	high_drift
51	44	0.0	44	0	0	0	0	BL4	26	high_drift
52	44	0.0	44	0	0	0	0	BL4	26	high_drift
53	44	0.0	44	0	0	0	0	BL4	26	high_drift
54	44	0.0	44	0	0	0	0	BL4	26	high_drift
55	44	0.0	44	0	0	0	0	BL4	26	high_drift
56	44	0.0	44	0	0	0	0	BL4	26	high_drift
57	44	0.0	44	0	0	0	0	BL4	26	high_drift
58	44	0.0	44	0	0	0	0	BL4	26	high_drift
59	44	0.0	44	0	0	0	0	BL4	26	high_drift
60	44	0.0	44	0	0	0	0	BL4	26	high_drift
61	44	0.0	44	0	0	0	0	BL4	26	high_drift
62	44	0.0	44	0	0	0	0	BL4	26	high_drift
63	44	0.0	44	0	0	0	0	BL4	26	high_drift
64	44	0.0	44	0	0	0	0	BL4	26	high_drift
65	44	0.0	44	0	0	0	0	BL4	26	high_drift
66	44	0.0	44	0	0	0	0	BL4	26	high_drift
67	44	0.0	44	0	0	0	0	BL4	26	high_drift
68	44	0.0	44	0	0	0	0	BL4	26	high_drift
69	44	0.0	44	0	0	0	0	BL4	26	high_drift
70	44	0.0	44	0	0	0	0	BL4	26	high_drift
71	44	0.0	44	0	0	0	0	BL4	26	high_drift
72	44	0.0	44	0	0	0	0	BL4	26	high_drift
73	44	0.0	44	0	0	0	0	BL4	26	high_drift
74	44	0.0	44	0	0	0	0	BL4	26	high_drift
75	44	0.0	44	0	0	0	0	BL4	26	high_drift
76	44	0.0	44	0	0	0	0	BL4	26	high_drift
77	44	0.0	44	0	0	0	0	BL4	26	high_drift
78	44	0.0	44	0	0	0	0	BL4	26	high_drift
79	44	0.0	44	0	0	0	0	BL4	26	high_drift
80	44	0.0	44	0	0	0	0	BL4	26	high_drift
81	44	0.0	44	0	0	0	0	BL4	26	high_drift
82	44	0.0	44	0	0	0	0	BL4	26	high_drift
83	44	0.0	44	0	0	0	0	BL4	26	high_drift
84	44	0.0	44	0	0	0	0	BL4	26	high_drift
85	44	0.0	44	0	0	0	0	BL4	26	high_drift
86	44	0.0	44	0	0	0	0	BL4	26	high_drift
87	44	0.0	44	0	0	0	0	BL4	26	high_drift
88	44	0.0	44	0	0	0	0	BL4	26	high_drift
89	44	0.0	44	0	0	0	0	BL4	26	high_drift
90	44	0.0	44	0	0	0	0	BL4	26	high_drift
91	44	0.0	44	0	0	0	0	BL4	26	high_drift
92	44	0.0	44	0	0	0	0	BL4	26	high_drift
93	44	0.0	44	0	0	0	0	BL4	26	high_drift
94	44	0.0	44	0	0	0	0	BL4	26	high_drift
95	44	0.0	44	0	0	0	0	BL4	26	high_drift
96	44	0.0	44	0	0	0	0	BL4	26	high_drift
97	44	0.0	44	0	0	0	0	BL4	26	high_drift
98	44	0.0	44	0	0	0	0	BL4	26	high_drift
99	44	0.0	44	0	0	0	0	BL4	26	high_drift
100	44	0.0	44	0	0	0	0	BL4	26	high_drift
0	44	0.005681818181818182	43	1	0	0	0	BL4	27	high_drift
1	44	0.005681818181818182	43	1	0	0	0	BL4	27	high_drift
2	44	0.005681818181818182	43	1	0	0	0	BL4	27	high_drift
3	44	0.005681818181818182	43	1	0	0	0	BL4	27	high_drift
4	44	0.0	44	0	0	0	0	BL4	27	high_drift
5	44	0.0	44	0	0	0	0	BL4	27	high_drift
6	44	0.0	44	0	0	0	0	BL4	27	high_drift
7	44	0.0	44	0	0	0	0	BL4	27	high_drift
8	44	0.0	44	0	0	0	0	BL4	27	high_drift
9	44	0.0	44	0	0	0	0	BL4	27	high_drift
10	44	0.0	44	0	0	0	0	BL4	27	high_drift
11	44	0.0	44	0	0	0	0	BL4	27	high_drift
12	44	0.0	44	0	0	0	0	BL4	27	high_drift
13	44	0.0	44	0	0	0	0	BL4	27	high_drift
14	44	0.0	44	0	0	0	0	BL4	27	high_drift
15	44	0.0	44	0	0	0	0	BL4	27	high_drift
16	44	0.005681818181818182	43	1	0	0	0	BL4	27	high_drift
17	44	0.0	44	0	0	0	0	BL4	27	high_drift
18	44	0.0	44	0	0	0	0	BL4	27	high_drift
19	44	0.0	44	0	0	0	0	BL4	27	high_drift
20	44	0.0	44	0	0	0	0	BL4	27	high_drift
21	44	0.0	44	0	0	0	0	BL4	27	high_drift
22	44	0.0	44	0	0	0	0	BL4	27	high_drift
23	44	0.0	44	0	0	0	0	BL4	27	high_drift
24	44	0.0	44	0	0	0	0	BL4	27	high_drift
25	44	0.0	44	0	0	0	0	BL4	27	high_drift
26	44	0.0	44	0	0	0	0	BL4	27	high_drift
27	44	0.0	44	0	0	0	0	BL4	27	high_drift
28	44	0.0	44	0	0	0	0	BL4	27	high_drift
29	44	0.0	44	0	0	0	0	BL4	27	high_drift
30	44	0.0	44	0	0	0	0	BL4	27	high_drift
31	44	0.0	44	0	0	0	0	BL4	27	high_drift
32	44	0.0	44	0	0	0	0	BL4	27	high_drift
33	44	0.0	44	0	0	0	0	BL4	27	high_drift
34	44	0.0	44	0	0	0	0	BL4	27	high_drift
35	44	0.045454545454545456	39	2	3	0	0	BL4	27	high_drift
36	44	0.03977272727272727	39	3	2	0	0	BL4	27	high_drift
37	44	0.09090909090909091	31	11	1	1	0	BL4	27	high_drift
38	44	0.14772727272727273	29	4	11	0	0	BL4	27	high_drift
39	44	0.24431818181818182	12	24	5	3	0	BL4	27	high_drift
40	44	0.2784090909090909	8	29	3	2	2	BL4	27	high_drift
41	44	0.3465909090909091	8	19	11	4	2	BL4	27	high_drift
42	44	0.5113636363636364	8	7	12	9	8	BL4	27	high_drift
43	44	0.5227272727272727	4	6	21	8	5	BL4	27	high_drift
44	44	0.6363636363636364	2	5	14	13	10	BL4	27	high_drift
45	44	0.6818181818181818	0	5	13	15	11	BL4	27	high_drift
46	44	0.7102272727272727	3	0	16	7	18	BL4	27	high_drift
47	44	0.7215909090909091	2	0	10	21	11	BL4	27	high_drift
48	44	0.6988636363636364	2	3	6	24	9	BL4	27	high_drift
49	44	0.7727272727272727	0	3	10	11	20	BL4	27	high_drift
50	44	0.7784090909090909	0	4	9	9	22	BL4	27	high_drift
51	44	0.8125	0	2	8	11	23	BL4	27	high_drift
52	44	0.7954545454545454	0	0	7	22	15	BL4	27	high_drift
53	44	0.8295454545454546	0	0	8	14	22	BL4	27	high_drift
54	44	0.8977272727272727	0	0	1	16	27	BL4	27	high_drift
55	44	0.9147727272727273	0	0	0	15	29	BL4	27	high_drift
56	44	0.9659090909090909	0	0	0	6	38	BL4	27	high_drift
57	44	0.9886363636363636	0	0	0	2	42	BL4	27	high_drift
58	44	0.9829545454545454	0	0	0	3	41	BL4	27	high_drift
59	44	1.0	0	0	0	0	44	BL4	27	high_drift
60	44	1.0	0	0	0	0	44	BL4	27	high_drift
61	44	1.0	0	0	0	0	44	BL4	27	high_drift
62	44	1.0	0	0	0	0	44	BL4	27	high_drift
63	44	1.0	0	0	0	0	44	BL4	27	high_drift
64	44	1.0	0	0	0	0	44	BL4	27	high_drift
65	44	1.0	0	0	0	0	44	BL4	27	high_drift
66	44	1.0	0	0	0	0	44	BL4	27	high_drift
67	44	1.0	0	0	0	0	44	BL4	27	high_drift
68	44	1.0	0	0	0	0	44	BL4	27	high_drift
69	44	1.0	0	0	0	0	44	BL4	27	high_drift
70	44	1.0	0	0	0	0	44	BL4	27	high_drift
71	44	1.0	0	0	0	0	44	BL4	27	high_drift
72	44	1.0	0	0	0	0	44	BL4	27	high_drift
73	44	1.0	0	0	0	0	44	BL4	27	high_drift
74	44	1.0	0	0	0	0	44	BL4	27	high_drift
75	44	1.0	0	0	0	0	44	BL4	27	high_drift
76	44	1.0	0	0	0	0	44	BL4	27	high_drift
77	44	1.0	0	0	0	0	44	BL4	27	high_drift
78	44	1.0	0	0	0	0	44	BL4	27	high_drift
79	44	1.0	0	0	0	0	44	BL4	27	high_drift
80	44	1.0	0	0	0	0	44	BL4	27	high_drift
81	44	1.0	0	0	0	0	44	BL4	27	high_drift
82	44	1.0	0	0	0	0	44	BL4	27	high_drift
83	44	1.0	0	0	0	0	44	BL4	27	high_drift
84	44	1.0	0	0	0	0	44	BL4	27	high_drift
85	44	1.0	0	0	0	0	44	BL4	27	high_drift
86	44	1.0	0	0	0	0	44	BL4	27	high_drift
87	44	1.0	0	0	0	0	44	BL4	27	high_drift
88	44	1.0	0	0	0	0	44	BL4	27	high_drift
89	44	1.0	0	0	0	0	44	BL4	27	high_drift
90	44	1.0	0	0	0	0	44	BL4	27	high_drift
91	44	1.0	0	0	0	0	44	BL4	27	high_drift
92	44	1.0	0	0	0	0	44	BL4	27	high_drift
93	44	1.0	0	0	0	0	44	BL4	27	high_drift
94	44	1.0	0	0	0	0	44	BL4	27	high_drift
95	44	1.0	0	0	0	0	44	BL4	27	high_drift
96	44	1.0	0	0	0	0	44	BL4	27	high_drift
97	44	1.0	0	0	0	0	44	BL4	27	high_drift
98	44	1.0	0	0	0	0	44	BL4	27	high_drift
99	44	1.0	0	0	0	0	44	BL4	27	high_drift
100	44	1.0	0	0	0	0	44	BL4	27	high_drift
0	44	0.005681818181818182	43	1	0	0	0	BL4	28	high_drift
1	44	0.0	44	0	0	0	0	BL4	28	high_drift
2	44	0.0	44	0	0	0	0	BL4	28	high_drift
3	44	0.0	44	0	0	0	0	BL4	28	high_drift
4	44	0.0	44	0	0	0	0	BL4	28	high_drift
5	44	0.0	44	0	0	0	0	BL4	28	high_drift
6	44	0.0	44	0	0	0	0	BL4	28	high_drift
7	44	0.0	44	0	0	0	0	BL4	28	high_drift
8	44	0.0	44	0	0	0	0	BL4	28	high_drift
9	44	0.0	44	0	0	0	0	BL4	28	high_drift
10	44	0.0	44	0	0	0	0	BL4	28	high_drift
11	44	0.0	44	0	0	0	0	BL4	28	high_drift
12	44	0.0	44	0	0	0	0	BL4	28	high_drift
13	44	0.0	44	0	0	0	0	BL4	28	high_drift
14	44	0.0	44	0	0	0	0	BL4	28	high_drift
15	44	0.0	44	0	0	0	0	BL4	28	high_drift
16	44	0.0	44	0	0	0	0	BL4	28	high_drift
17	44	0.0	44	0	0	0	0	BL4	28	high_drift
18	44	0.0	44	0	0	0	0	BL4	28	high_drift
19	44	0.0	44	0	0	0	0	BL4	28	high_drift
20	44	0.0	44	0	0	0	0	BL4	28	high_drift
21	44	0.0	44	0	0	0	0	BL4	28	high_drift
22	44	0.0	44	0	0	0	0	BL4	28	high_drift
23	44	0.0	44	0	0	0	0	BL4	28	high_drift
24	44	0.0	44	0	0	0	0	BL4	28	high_drift
25	44	0.0	44	0	0	0	0	BL4	28	high_drift
26	44	0.0	44	0	0	0	0	BL4	28	high_drift
27	44	0.0	44	0	0	0	0	BL4	28	high_drift
28	44	0.0	44	0	0	0	0	BL4	28	high_drift
29	44	0.0	44	0	0	0	0	BL4	28	high_drift
30	44	0.0	44	0	0	0	0	BL4	28	high_drift
31	44	0.0	44	0	0	0	0	BL4	28	high_drift
32	44	0.0	44	0	0	0	0	BL4	28	high_drift
33	44	0.0	44	0	0	0	0	BL4	28	high_drift
34	44	0.0	44	0	0	0	0	BL4	28	high_drift
35	44	0.0	44	0	0	0	0	BL4	28	high_drift
36	44	0.0	44	0	0	0	0	BL4	28	high_drift
37	44	0.0	44	0	0	0	0	BL4	28	high_drift
38	44	0.0	44	0	0	0	0	BL4	28	high_drift
39	44	0.0	44	0	0	0	0	BL4	28	high_drift
40	44	0.0	44	0	0	0	0	BL4	28	high_drift
41	44	0.0	44	0	0	0	0	BL4	28	high_drift
42	44	0.0	44	0	0	0	0	BL4	28	high_drift
43	44	0.0	44	0	0	0	0	BL4	28	high_drift
44	44	0.0	44	0	0	0	0	BL4	28	high_drift
45	44	0.0	44	0	0	0	0	BL4	28	high_drift
46	44	0.0	44	0	0	0	0	BL4	28	high_drift
47	44	0.0	44	0	0	0	0	BL4	28	high_drift
48	44	0.0	44	0	0	0	0	BL4	28	high_drift
49	44	0.0	44	0	0	0	0	BL4	28	high_drift
50	44	0.0	44	0	0	0	0	BL4	28	high_drift
51	44	0.0	44	0	0	0	0	BL4	28	high_drift
52	44	0.0	44	0	0	0	0	BL4	28	high_drift
53	44	0.0	44	0	0	0	0	BL4	28	high_drift
54	44	0.0	44	0	0	0	0	BL4	28	high_drift
55	44	0.0	44	0	0	0	0	BL4	28	high_drift
56	44	0.0	44	0	0	0	0	BL4	28	high_drift
57	44	0.0	44	0	0	0	0	BL4	28	high_drift
58	44	0.0	44	0	0	0	0	BL4	28	high_drift
59	44	0.0	44	0	0	0	0	BL4	28	high_drift
60	44	0.0	44	0	0	0	0	BL4	28	high_drift
61	44	0.0	44	0	0	0	0	BL4	28	high_drift
62	44	0.0	44	0	0	0	0	BL4	28	high_drift
63	44	0.0	44	0	0	0	0	BL4	28	high_drift
64	44	0.0	44	0	0	0	0	BL4	28	high_drift
65	44	0.0	44	0	0	0	0	BL4	28	high_drift
66	44	0.0	44	0	0	0	0	BL4	28	high_drift
67	44	0.0	44	0	0	0	0	BL4	28	high_drift
68	44	0.0	44	0	0	0	0	BL4	28	high_drift
69	44	0.0	44	0	0	0	0	BL4	28	high_drift
70	44	0.0	44	0	0	0	0	BL4	28	high_drift
71	44	0.0	44	0	0	0	0	BL4	28	high_drift
72	44	0.0	44	0	0	0	0	BL4	28	high_drift
73	44	0.0	44	0	0	0	0	BL4	28	high_drift
74	44	0.0	44	0	0	0	0	BL4	28	high_drift
75	44	0.0	44	0	0	0	0	BL4	28	high_drift
76	44	0.0	44	0	0	0	0	BL4	28	high_drift
77	44	0.0	44	0	0	0	0	BL4	28	high_drift
78	44	0.0	44	0	0	0	0	BL4	28	high_drift
79	44	0.0	44	0	0	0	0	BL4	28	high_drift
80	44	0.0	44	0	0	0	0	BL4	28	high_drift
81	44	0.0	44	0	0	0	0	BL4	28	high_drift
82	44	0.0	44	0	0	0	0	BL4	28	high_drift
83	44	0.0	44	0	0	0	0	BL4	28	high_drift
84	44	0.0	44	0	0	0	0	BL4	28	high_drift
85	44	0.0	44	0	0	0	0	BL4	28	high_drift
86	44	0.0	44	0	0	0	0	BL4	28	high_drift
87	44	0.0	44	0	0	0	0	BL4	28	high_drift
88	44	0.0	44	0	0	0	0	BL4	28	high_drift
89	44	0.0	44	0	0	0	0	BL4	28	high_drift
90	44	0.0	44	0	0	0	0	BL4	28	high_drift
91	44	0.0	44	0	0	0	0	BL4	28	high_drift
92	44	0.0	44	0	0	0	0	BL4	28	high_drift
93	44	0.0	44	0	0	0	0	BL4	28	high_drift
94	44	0.0	44	0	0	0	0	BL4	28	high_drift
95	44	0.0	44	0	0	0	0	BL4	28	high_drift
96	44	0.0	44	0	0	0	0	BL4	28	high_drift
97	44	0.0	44	0	0	0	0	BL4	28	high_drift
98	44	0.0	44	0	0	0	0	BL4	28	high_drift
99	44	0.0	44	0	0	0	0	BL4	28	high_drift
100	44	0.0	44	0	0	0	0	BL4	28	high_drift
0	44	0.0	44	0	0	0	0	BL4	29	high_drift
1	44	0.0	44	0	0	0	0	BL4	29	high_drift
2	44	0.0	44	0	0	0	0	BL4	29	high_drift
3	44	0.0	44	0	0	0	0	BL4	29	high_drift
4	44	0.0	44	0	0	0	0	BL4	29	high_drift
5	44	0.0	44	0	0	0	0	BL4	29	high_drift
6	44	0.0	44	0	0	0	0	BL4	29	high_drift
7	44	0.0	44	0	0	0	0	BL4	29	high_drift
8	44	0.0	44	0	0	0	0	BL4	29	high_drift
9	44	0.0	44	0	0	0	0	BL4	29	high_drift
10	44	0.0	44	0	0	0	0	BL4	29	high_drift
11	44	0.0	44	0	0	0	0	BL4	29	high_drift
12	44	0.0	44	0	0	0	0	BL4	29	high_drift
13	44	0.0	44	0	0	0	0	BL4	29	high_drift
14	44	0.0	44	0	0	0	0	BL4	29	high_drift
15	44	0.0	44	0	0	0	0	BL4	29	high_drift
16	44	0.0	44	0	0	0	0	BL4	29	high_drift
17	44	0.0	44	0	0	0	0	BL4	29	high_drift
18	44	0.0	44	0	0	0	0	BL4	29	high_drift
19	44	0.0	44	0	0	0	0	BL4	29	high_drift
20	44	0.0	44	0	0	0	0	BL4	29	high_drift
21	44	0.0	44	0	0	0	0	BL4	29	high_drift
22	44	0.0	44	0	0	0	0	BL4	29	high_drift
23	44	0.0	44	0	0	0	0	BL4	29	high_drift
24	44	0.0	44	0	0	0	0	BL4	29	high_drift
25	44	0.0	44	0	0	0	0	BL4	29	high_drift
26	44	0.0	44	0	0	0	0	BL4	29	high_drift
27	44	0.0	44	0	0	0	0	BL4	29	high_drift
28	44	0.0	44	0	0	0	0	BL4	29	high_drift
29	44	0.0	44	0	0	0	0	BL4	29	high_drift
30	44	0.0	44	0	0	0	0	BL4	29	high_drift
31	44	0.0	44	0	0	0	0	BL4	29	high_drift
32	44	0.0	44	0	0	0	0	BL4	29	high_drift
33	44	0.0	44	0	0	0	0	BL4	29	high_drift
34	44	0.0	44	0	0	0	0	BL4	29	high_drift
35	44	0.0	44	0	0	0	0	BL4	29	high_drift
36	44	0.0	44	0	0	0	0	BL4	29	high_drift
37	44	0.0	44	0	0	0	0	BL4	29	high_drift
38	44	0.0	44	0	0	0	0	BL4	29	high_drift
39	44	0.0	44	0	0	0	0	BL4	29	high_drift
40	44	0.0	44	0	0	0	0	BL4	29	high_drift
41	44	0.0	44	0	0	0	0	BL4	29	high_drift
42	44	0.0	44	0	0	0	0	BL4	29	high_drift
43	44	0.0	44	0	0	0	0	BL4	29	high_drift
44	44	0.0	44	0	0	0	0	BL4	29	high_drift
45	44	0.0	44	0	0	0	0	BL4	29	high_drift
46	44	0.0	44	0	0	0	0	BL4	29	high_drift
47	44	0.0	44	0	0	0	0	BL4	29	high_drift
48	44	0.0	44	0	0	0	0	BL4	29	high_drift
49	44	0.0	44	0	0	0	0	BL4	29	high_drift
50	44	0.0	44	0	0	0	0	BL4	29	high_drift
51	44	0.0	44	0	0	0	0	BL4	29	high_drift
52	44	0.0	44	0	0	0	0	BL4	29	high_drift
53	44	0.0	44	0	0	0	0	BL4	29	high_drift
54	44	0.0	44	0	0	0	0	BL4	29	high_drift
55	44	0.0	44	0	0	0	0	BL4	29	high_drift
56	44	0.0	44	0	0	0	0	BL4	29	high_drift
57	44	0.0	44	0	0	0	0	BL4	29	high_drift
58	44	0.0	44	0	0	0	0	BL4	29	high_drift
59	44	0.0	44	0	0	0	0	BL4	29	high_drift
60	44	0.0	44	0	0	0	0	BL4	29	high_drift
61	44	0.0	44	0	0	0	0	BL4	29	high_drift
62	44	0.0	44	0	0	0	0	BL4	29	high_drift
63	44	0.0	44	0	0	0	0	BL4	29	high_drift
64	44	0.0	44	0	0	0	0	BL4	29	high_drift
65	44	0.0	44	0	0	0	0	BL4	29	high_drift
66	44	0.0	44	0	0	0	0	BL4	29	high_drift
67	44	0.0	44	0	0	0	0	BL4	29	high_drift
68	44	0.0	44	0	0	0	0	BL4	29	high_drift
69	44	0.0	44	0	0	0	0	BL4	29	high_drift
70	44	0.0	44	0	0	0	0	BL4	29	high_drift
71	44	0.0	44	0	0	0	0	BL4	29	high_drift
72	44	0.0	44	0	0	0	0	BL4	29	high_drift
73	44	0.0	44	0	0	0	0	BL4	29	high_drift
74	44	0.0	44	0	0	0	0	BL4	29	high_drift
75	44	0.0	44	0	0	0	0	BL4	29	high_drift
76	44	0.0	44	0	0	0	0	BL4	29	high_drift
77	44	0.0	44	0	0	0	0	BL4	29	high_drift
78	44	0.0	44	0	0	0	0	BL4	29	high_drift
79	44	0.0	44	0	0	0	0	BL4	29	high_drift
80	44	0.0	44	0	0	0	0	BL4	29	high_drift
81	44	0.0	44	0	0	0	0	BL4	29	high_drift
82	44	0.0	44	0	0	0	0	BL4	29	high_drift
83	44	0.0	44	0	0	0	0	BL4	29	high_drift
84	44	0.0	44	0	0	0	0	BL4	29	high_drift
85	44	0.0	44	0	0	0	0	BL4	29	high_drift
86	44	0.0	44	0	0	0	0	BL4	29	high_drift
87	44	0.0	44	0	0	0	0	BL4	29	high_drift
88	44	0.0	44	0	0	0	0	BL4	29	high_drift
89	44	0.0	44	0	0	0	0	BL4	29	high_drift
90	44	0.0	44	0	0	0	0	BL4	29	high_drift
91	44	0.0	44	0	0	0	0	BL4	29	high_drift
92	44	0.0	44	0	0	0	0	BL4	29	high_drift
93	44	0.0	44	0	0	0	0	BL4	29	high_drift
94	44	0.0	44	0	0	0	0	BL4	29	high_drift
95	44	0.0	44	0	0	0	0	BL4	29	high_drift
96	44	0.0	44	0	0	0	0	BL4	29	high_drift
97	44	0.0	44	0	0	0	0	BL4	29	high_drift
98	44	0.0	44	0	0	0	0	BL4	29	high_drift
99	44	0.0	44	0	0	0	0	BL4	29	high_drift
100	44	0.0	44	0	0	0	0	BL4	29	high_drift
0	46	0.010869565217391304	45	0	1	0	0	BL5	0	high_drift
1	46	0.010869565217391304	45	0	1	0	0	BL5	0	high_drift
2	46	0.0	46	0	0	0	0	BL5	0	high_drift
3	46	0.0	46	0	0	0	0	BL5	0	high_drift
4	46	0.0	46	0	0	0	0	BL5	0	high_drift
5	46	0.0	46	0	0	0	0	BL5	0	high_drift
6	46	0.0	46	0	0	0	0	BL5	0	high_drift
7	46	0.0	46	0	0	0	0	BL5	0	high_drift
8	46	0.0	46	0	0	0	0	BL5	0	high_drift
9	46	0.0	46	0	0	0	0	BL5	0	high_drift
10	46	0.0	46	0	0	0	0	BL5	0	high_drift
11	46	0.0	46	0	0	0	0	BL5	0	high_drift
12	46	0.0	46	0	0	0	0	BL5	0	high_drift
13	46	0.0	46	0	0	0	0	BL5	0	high_drift
14	46	0.0	46	0	0	0	0	BL5	0	high_drift
15	46	0.0	46	0	0	0	0	BL5	0	high_drift
16	46	0.0	46	0	0	0	0	BL5	0	high_drift
17	46	0.0	46	0	0	0	0	BL5	0	high_drift
18	46	0.0	46	0	0	0	0	BL5	0	high_drift
19	46	0.0	46	0	0	0	0	BL5	0	high_drift
20	46	0.0	46	0	0	0	0	BL5	0	high_drift
21	46	0.0	46	0	0	0	0	BL5	0	high_drift
22	46	0.0	46	0	0	0	0	BL5	0	high_drift
23	46	0.0	46	0	0	0	0	BL5	0	high_drift
24	46	0.0	46	0	0	0	0	BL5	0	high_drift
25	46	0.0	46	0	0	0	0	BL5	0	high_drift
26	46	0.0	46	0	0	0	0	BL5	0	high_drift
27	46	0.0	46	0	0	0	0	BL5	0	high_drift
28	46	0.0	46	0	0	0	0	BL5	0	high_drift
29	46	0.0	46	0	0	0	0	BL5	0	high_drift
30	46	0.0	46	0	0	0	0	BL5	0	high_drift
31	46	0.0	46	0	0	0	0	BL5	0	high_drift
32	46	0.0	46	0	0	0	0	BL5	0	high_drift
33	46	0.0	46	0	0	0	0	BL5	0	high_drift
34	46	0.0	46	0	0	0	0	BL5	0	high_drift
35	46	0.0	46	0	0	0	0	BL5	0	high_drift
36	46	0.0	46	0	0	0	0	BL5	0	high_drift
37	46	0.0	46	0	0	0	0	BL5	0	high_drift
38	46	0.0	46	0	0	0	0	BL5	0	high_drift
39	46	0.0	46	0	0	0	0	BL5	0	high_drift
40	46	0.0	46	0	0	0	0	BL5	0	high_drift
41	46	0.0	46	0	0	0	0	BL5	0	high_drift
42	46	0.0	46	0	0	0	0	BL5	0	high_drift
43	46	0.0	46	0	0	0	0	BL5	0	high_drift
44	46	0.0	46	0	0	0	0	BL5	0	high_drift
45	46	0.0	46	0	0	0	0	BL5	0	high_drift
46	46	0.0	46	0	0	0	0	BL5	0	high_drift
47	46	0.0	46	0	0	0	0	BL5	0	high_drift
48	46	0.0	46	0	0	0	0	BL5	0	high_drift
49	46	0.0	46	0	0	0	0	BL5	0	high_drift
50	46	0.0	46	0	0	0	0	BL5	0	high_drift
51	46	0.0	46	0	0	0	0	BL5	0	high_drift
52	46	0.0	46	0	0	0	0	BL5	0	high_drift
53	46	0.0	46	0	0	0	0	BL5	0	high_drift
54	46	0.0	46	0	0	0	0	BL5	0	high_drift
55	46	0.0	46	0	0	0	0	BL5	0	high_drift
56	46	0.0	46	0	0	0	0	BL5	0	high_drift
57	46	0.0	46	0	0	0	0	BL5	0	high_drift
58	46	0.0	46	0	0	0	0	BL5	0	high_drift
59	46	0.0	46	0	0	0	0	BL5	0	high_drift
60	46	0.0	46	0	0	0	0	BL5	0	high_drift
61	46	0.0	46	0	0	0	0	BL5	0	high_drift
62	46	0.0	46	0	0	0	0	BL5	0	high_drift
63	46	0.0	46	0	0	0	0	BL5	0	high_drift
64	46	0.0	46	0	0	0	0	BL5	0	high_drift
65	46	0.0	46	0	0	0	0	BL5	0	high_drift
66	46	0.0	46	0	0	0	0	BL5	0	high_drift
67	46	0.0	46	0	0	0	0	BL5	0	high_drift
68	46	0.0	46	0	0	0	0	BL5	0	high_drift
69	46	0.0	46	0	0	0	0	BL5	0	high_drift
70	46	0.0	46	0	0	0	0	BL5	0	high_drift
71	46	0.0	46	0	0	0	0	BL5	0	high_drift
72	46	0.0	46	0	0	0	0	BL5	0	high_drift
73	46	0.0	46	0	0	0	0	BL5	0	high_drift
74	46	0.0	46	0	0	0	0	BL5	0	high_drift
75	46	0.0	46	0	0	0	0	BL5	0	high_drift
76	46	0.0	46	0	0	0	0	BL5	0	high_drift
