Allele_A	Allele_B	FunctionalGroup	HV_distance	Cross_tier	AAAA_A	AAAA_B	Testable	Hypothesis
Allele_014	Allele_040	FG01	0.0	Incompatible	0	10	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_014	Allele_044	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_014	Allele_045	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_014	Allele_046	FG01	0.0	Incompatible	0	85	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_014	Allele_047	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_014	Allele_051	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_016	FG01	0.0	Incompatible	0	7	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_017	FG01	0.0	Incompatible	0	4	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_018	FG01	0.0	Incompatible	0	15	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_019	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_020	FG01	0.0	Incompatible	0	3	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_022	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_023	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_024	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_026	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_027	FG01	0.0	Incompatible	0	3	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_028	FG01	0.0	Incompatible	0	5	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_029	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_032	FG01	0.0	Incompatible	0	5	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_033	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_034	FG01	0.0	Incompatible	0	4	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_035	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_036	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_038	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_039	FG01	0.0	Incompatible	0	16	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_040	FG01	0.0	Incompatible	0	10	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_044	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_045	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_046	FG01	0.0	Incompatible	0	85	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_047	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_015	Allele_051	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_017	FG01	0.0	Incompatible	7	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_018	FG01	0.0	Incompatible	7	15	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_019	FG01	0.0	Incompatible	7	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_020	FG01	0.0	Incompatible	7	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_022	FG01	0.0	Incompatible	7	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_023	FG01	0.0	Incompatible	7	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_024	FG01	0.0	Incompatible	7	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_026	FG01	0.0	Incompatible	7	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_027	FG01	0.0	Incompatible	7	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_028	FG01	0.0	Incompatible	7	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_029	FG01	0.0	Incompatible	7	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_032	FG01	0.0	Incompatible	7	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_033	FG01	0.0	Incompatible	7	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_034	FG01	0.0	Incompatible	7	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_035	FG01	0.0	Incompatible	7	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_036	FG01	0.0	Incompatible	7	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_038	FG01	0.0	Incompatible	7	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_039	FG01	0.0	Incompatible	7	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_040	FG01	0.0	Incompatible	7	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_044	FG01	0.0	Incompatible	7	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_045	FG01	0.0	Incompatible	7	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_046	FG01	0.0	Incompatible	7	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_047	FG01	0.0	Incompatible	7	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_016	Allele_051	FG01	0.0	Incompatible	7	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_018	FG01	0.0	Incompatible	4	15	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_019	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_020	FG01	0.0	Incompatible	4	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_022	FG01	0.0	Incompatible	4	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_023	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_024	FG01	0.0	Incompatible	4	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_026	FG01	0.0	Incompatible	4	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_027	FG01	0.0	Incompatible	4	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_028	FG01	0.0	Incompatible	4	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_029	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_032	FG01	0.0	Incompatible	4	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_033	FG01	0.0	Incompatible	4	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_034	FG01	0.0	Incompatible	4	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_035	FG01	0.0	Incompatible	4	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_036	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_038	FG01	0.0	Incompatible	4	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_039	FG01	0.0	Incompatible	4	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_040	FG01	0.0	Incompatible	4	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_044	FG01	0.0	Incompatible	4	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_045	FG01	0.0	Incompatible	4	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_046	FG01	0.0	Incompatible	4	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_047	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_017	Allele_051	FG01	0.0	Incompatible	4	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_019	FG01	0.0	Incompatible	15	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_020	FG01	0.0	Incompatible	15	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_022	FG01	0.0	Incompatible	15	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_023	FG01	0.0	Incompatible	15	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_024	FG01	0.0	Incompatible	15	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_026	FG01	0.0	Incompatible	15	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_027	FG01	0.0	Incompatible	15	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_028	FG01	0.0	Incompatible	15	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_029	FG01	0.0	Incompatible	15	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_032	FG01	0.0	Incompatible	15	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_033	FG01	0.0	Incompatible	15	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_034	FG01	0.0	Incompatible	15	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_035	FG01	0.0	Incompatible	15	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_036	FG01	0.0	Incompatible	15	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_038	FG01	0.0	Incompatible	15	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_039	FG01	0.0	Incompatible	15	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_040	FG01	0.0	Incompatible	15	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_044	FG01	0.0	Incompatible	15	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_045	FG01	0.0	Incompatible	15	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_046	FG01	0.0	Incompatible	15	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_047	FG01	0.0	Incompatible	15	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_018	Allele_051	FG01	0.0	Incompatible	15	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_020	FG01	0.0	Incompatible	0	3	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_022	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_023	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_024	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_026	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_027	FG01	0.0	Incompatible	0	3	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_028	FG01	0.0	Incompatible	0	5	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_029	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_032	FG01	0.0	Incompatible	0	5	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_033	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_034	FG01	0.0	Incompatible	0	4	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_035	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_036	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_038	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_039	FG01	0.0	Incompatible	0	16	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_040	FG01	0.0	Incompatible	0	10	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_044	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_045	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_046	FG01	0.0	Incompatible	0	85	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_047	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_019	Allele_051	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_022	FG01	0.0	Incompatible	3	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_023	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_024	FG01	0.0	Incompatible	3	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_026	FG01	0.0	Incompatible	3	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_027	FG01	0.0	Incompatible	3	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_028	FG01	0.0	Incompatible	3	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_029	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_032	FG01	0.0	Incompatible	3	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_033	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_034	FG01	0.0	Incompatible	3	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_035	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_036	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_038	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_039	FG01	0.0	Incompatible	3	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_040	FG01	0.0	Incompatible	3	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_044	FG01	0.0	Incompatible	3	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_045	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_046	FG01	0.0	Incompatible	3	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_047	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_020	Allele_051	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_021	Allele_042	FG01	0.0	Incompatible	1	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_021	Allele_055	FG01	0.0	Incompatible	1	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_023	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_024	FG01	0.0	Incompatible	2	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_026	FG01	0.0	Incompatible	2	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_027	FG01	0.0	Incompatible	2	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_028	FG01	0.0	Incompatible	2	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_029	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_032	FG01	0.0	Incompatible	2	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_033	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_034	FG01	0.0	Incompatible	2	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_035	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_036	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_038	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_039	FG01	0.0	Incompatible	2	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_040	FG01	0.0	Incompatible	2	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_044	FG01	0.0	Incompatible	2	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_045	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_046	FG01	0.0	Incompatible	2	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_047	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_022	Allele_051	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_024	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_026	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_027	FG01	0.0	Incompatible	0	3	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_028	FG01	0.0	Incompatible	0	5	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_029	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_032	FG01	0.0	Incompatible	0	5	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_033	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_034	FG01	0.0	Incompatible	0	4	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_035	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_036	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_038	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_039	FG01	0.0	Incompatible	0	16	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_040	FG01	0.0	Incompatible	0	10	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_044	FG01	0.0	Incompatible	0	2	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_045	FG01	0.0	Incompatible	0	1	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_046	FG01	0.0	Incompatible	0	85	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_047	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_023	Allele_051	FG01	0.0	Incompatible	0	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_026	FG01	0.0	Incompatible	2	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_027	FG01	0.0	Incompatible	2	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_028	FG01	0.0	Incompatible	2	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_029	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_032	FG01	0.0	Incompatible	2	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_033	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_034	FG01	0.0	Incompatible	2	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_035	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_036	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_038	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_039	FG01	0.0	Incompatible	2	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_040	FG01	0.0	Incompatible	2	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_044	FG01	0.0	Incompatible	2	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_045	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_046	FG01	0.0	Incompatible	2	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_047	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_024	Allele_051	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_027	FG01	0.0	Incompatible	2	3	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_028	FG01	0.0	Incompatible	2	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_029	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_032	FG01	0.0	Incompatible	2	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_033	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_034	FG01	0.0	Incompatible	2	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_035	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_036	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_038	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_039	FG01	0.0	Incompatible	2	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_040	FG01	0.0	Incompatible	2	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_044	FG01	0.0	Incompatible	2	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_045	FG01	0.0	Incompatible	2	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_046	FG01	0.0	Incompatible	2	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_047	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_026	Allele_051	FG01	0.0	Incompatible	2	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_028	FG01	0.0	Incompatible	3	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_029	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_032	FG01	0.0	Incompatible	3	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_033	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_034	FG01	0.0	Incompatible	3	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_035	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_036	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_038	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_039	FG01	0.0	Incompatible	3	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_040	FG01	0.0	Incompatible	3	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_044	FG01	0.0	Incompatible	3	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_045	FG01	0.0	Incompatible	3	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_046	FG01	0.0	Incompatible	3	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_047	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_027	Allele_051	FG01	0.0	Incompatible	3	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_029	FG01	0.0	Incompatible	5	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_032	FG01	0.0	Incompatible	5	5	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_033	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_034	FG01	0.0	Incompatible	5	4	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_035	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_036	FG01	0.0	Incompatible	5	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_038	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_039	FG01	0.0	Incompatible	5	16	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_040	FG01	0.0	Incompatible	5	10	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_044	FG01	0.0	Incompatible	5	2	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_045	FG01	0.0	Incompatible	5	1	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_046	FG01	0.0	Incompatible	5	85	yes	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_047	FG01	0.0	Incompatible	5	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
Allele_028	Allele_051	FG01	0.0	Incompatible	5	0	no	HV-identical — strong synonymy prediction (Incompatible cross)
